	Pro1	Pro2	Pro3	R2F01	R2F16
PB.1560.2539	12	1	1	7	3
PB.1560.2556	4	6	3	15	9
PB.1560.2563	4	2	1	4	2
PB.1560.2571	2	5	1	2	8
PB.1560.2600	13	11	4	7	15
PB.1560.2617	17	13	6	31	27
PB.1560.2642	5	3	1	3	5
PB.1560.2666	18	14	2	22	21
PB.1560.2673	44	27	8	64	41
PB.1560.2677	10	6	1	6	6
PB.1560.2680	28	13	4	27	17
PB.1560.2685	26	9	6	33	19
PB.1560.2714	7	6	4	4	6
PB.1560.2729	11	10	2	12	12
PB.1560.2750	15	4	2	8	6
PB.1560.2763	27	14	4	18	7
PB.1560.2780	1	1	1	4	3
PB.1560.2782	5	2	1	10	2
PB.1560.2788	20	10	3	16	17
PB.1560.2829	198	62	79	290	368
PB.1560.2913	30	8	13	75	51
PB.1560.2925	18	4	4	9	4
PB.1560.2930	7	1	1	2	2
PB.1560.2932	25	8	8	19	27
PB.1560.2963	5	3	1	19	6
PB.1560.2966	1	1	1	2	2
PB.1560.2987	4	1	1	9	6
PB.1560.2989	1	2	1	1	1
PB.1560.3004	18	3	3	40	23
PB.1560.3010	8	4	3	25	10
PB.1560.3017	7	2	3	11	12
PB.1560.3039	11	2	1	10	7
PB.1560.3041	10	7	1	24	9
PB.1560.3100	27	2	6	8	3
PB.1560.3101	13	2	2	7	6
PB.1560.3123	7	2	1	8	4
PB.1560.3136	5	2	2	4	2
PB.1560.3150	11	1	1	6	3
PB.1560.3159	3	2	1	10	6
PB.1560.3235	5	3	5	11	6
PB.1560.3252	6	2	1	12	16
PB.1564.1	5	3	2	4	2
PB.1564.6	9	6	1	4	12
PB.1564.8	5	5	3	1	4
PB.1564.9	26	15	5	14	20
PB.1564.23	9	2	2	2	1
PB.1564.74	19	10	10	32	7
PB.1564.79	57	39	34	70	43
PB.1564.80	30	23	3	13	21
PB.1564.106	8	15	6	8	3
PB.1564.135	14	2	1	18	3
PB.1564.152	10	1	1	13	1
PB.1564.160	11	11	9	14	9
PB.1564.168	4	4	4	6	6
PB.1564.181	3	1	1	2	1
PB.1564.189	5	2	2	5	2
PB.1564.193	5	2	3	2	1
PB.1564.194	8	5	1	46	9
PB.1564.204	1	3	2	16	1
PB.1564.213	4	3	1	5	2
PB.1564.251	6	1	3	4	6
PB.1564.252	13	4	7	19	9
PB.1564.257	1	2	3	6	7
PB.1564.276	19	7	5	35	11
PB.1564.288	9	8	2	20	5
PB.1564.306	1	2	1	4	1
PB.1564.322	11	7	6	26	7
PB.1564.323	6	4	1	5	1
PB.1564.340	50	24	31	145	45
PB.1564.350	36	26	36	89	53
PB.1564.379	13	4	12	22	6
PB.1564.382	13	9	4	55	11
PB.1564.386	3	2	1	2	1
PB.1564.390	56	29	16	68	64
PB.1564.391	9	5	1	32	9
PB.1564.397	12	4	6	29	3
PB.1564.400	22	26	15	53	16
PB.1564.407	1	3	1	1	1
PB.1564.419	11	6	7	28	7
PB.1564.430	17	10	2	29	10
PB.1564.433	17	12	17	36	7
PB.1564.445	7	6	4	15	2
PB.1564.458	3	2	5	9	10
PB.1564.464	19	7	5	21	7
PB.1564.479	5	5	4	18	3
PB.1564.495	14	7	5	29	9
PB.1564.515	7	4	2	23	3
PB.1564.520	9	2	8	16	1
PB.1564.528	128	73	68	198	176
PB.1564.539	1	2	1	2	1
PB.1564.540	20	6	10	22	4
PB.1564.541	8	7	5	11	2
PB.1564.544	10	7	4	17	2
PB.1564.563	6	6	3	13	8
PB.1564.564	1	1	1	1	2
PB.1564.577	14	8	5	9	9
PB.1564.583	4	3	4	6	1
PB.1564.595	14	6	3	18	4
PB.1564.618	71	31	36	131	77
PB.1564.620	4	3	2	3	4
PB.1564.631	7	5	5	13	3
PB.1564.635	11	6	1	13	11
PB.1564.644	8	3	1	6	2
PB.1564.654	3	2	1	3	2
PB.1564.656	3	3	2	9	3
PB.1564.657	5	1	1	1	1
PB.1564.678	16	5	5	10	4
PB.1564.679	14	8	6	15	3
PB.1564.698	8	2	6	1	8
PB.1564.705	7	3	3	15	1
PB.1564.753	10	4	9	14	4
PB.1564.758	1	6	1	1	1
PB.1564.762	2	2	1	6	3
PB.1564.763	9	7	2	4	1
PB.1564.779	8	7	4	10	3
PB.1564.788	8	6	3	6	9
PB.1564.808	43	32	16	71	53
PB.1564.809	6	2	3	4	1
PB.1564.892	34	11	14	38	23
PB.1564.913	12	6	5	28	16
PB.1564.927	6	1	4	4	4
PB.1564.958	5	2	2	7	1
PB.1564.969	12	2	1	10	5
PB.1564.1015	8	1	1	4	5
PB.1564.1052	11	2	3	6	6
PB.1564.1082	19	3	1	16	9
PB.1564.1101	3	3	2	3	2
PB.1568.3	12	4	1	24	39
PB.1579.2	258	38	9	492	683
PB.1581.2	39	4	4	34	31
PB.1581.3	7	1	1	2	4
PB.1583.35	115	61	15	105	153
PB.1583.36	1	2	1	7	2
PB.1583.70	49	26	16	61	60
PB.1583.93	23	11	4	49	29
PB.1583.100	5	1	7	10	8
PB.1583.117	18	3	1	9	5
PB.1583.122	3	5	2	9	14
PB.1583.137	10	1	3	6	9
PB.1583.152	9	1	1	2	1
PB.1583.156	1	1	1	2	3
PB.1583.168	9	4	1	14	13
PB.1583.169	4	3	2	6	5
PB.1583.177	14	4	1	18	13
PB.1583.186	4	4	1	3	2
PB.1583.187	2	1	1	7	1
PB.1583.205	17	3	3	4	5
PB.1583.232	35	14	5	7	12
PB.1583.250	11	2	1	15	10
PB.1583.267	5	2	1	1	1
PB.1583.279	6	1	3	4	2
PB.1583.285	29	14	4	39	25
PB.1583.304	17	8	4	28	15
PB.1583.319	8	1	1	11	11
PB.1583.323	73	31	23	78	116
PB.1583.325	3	2	1	5	4
PB.1583.353	3	3	1	3	2
PB.1583.365	3	3	1	4	2
PB.1583.383	25	8	4	34	24
PB.1583.404	31	15	14	28	24
PB.1583.417	15	4	8	5	12
PB.1583.442	9	6	2	8	14
PB.1583.454	71	30	36	37	37
PB.1583.489	7	2	1	2	4
PB.1583.504	3	1	1	2	3
PB.1583.507	17	4	9	3	13
PB.1583.516	9	6	1	7	4
PB.1583.522	68	21	32	20	19
PB.1583.525	6	2	1	1	1
PB.1583.531	3	1	1	1	2
PB.1583.543	15	9	7	26	21
PB.1583.550	3	2	1	5	4
PB.1583.558	135	41	42	78	92
PB.1583.568	59	11	18	28	15
PB.1583.580	13	3	3	7	2
PB.1583.596	198	74	91	100	119
PB.1583.610	3	2	1	3	1
PB.1583.613	283	77	55	83	77
PB.1583.685	2	1	1	3	2
PB.1583.711	13	7	2	10	6
PB.1583.712	6	2	2	4	10
PB.1583.717	8	3	3	5	3
PB.1588.42	915	277	329	1657	1388
PB.1588.46	1	2	2	2	4
PB.1588.50	3	1	1	8	3
PB.1588.381	20	3	10	27	25
PB.1588.394	14	4	2	15	3
PB.1588.431	10	4	1	6	4
PB.1588.436	18	5	5	21	4
PB.1588.439	3	1	1	6	4
PB.1588.484	4	4	2	5	2
PB.1588.503	5	2	2	9	4
PB.1588.545	36	13	7	57	17
PB.1588.548	7	4	1	15	3
PB.1588.549	11	3	4	32	6
PB.1588.560	7	1	2	6	2
PB.1588.628	40	11	6	48	26
PB.1588.635	2	2	1	2	2
PB.1588.637	9	6	1	14	7
PB.1588.640	30	7	4	30	13
PB.1588.652	26	12	8	49	9
PB.1588.686	8	3	1	24	11
PB.1588.727	42	12	11	58	14
PB.1588.736	7	3	1	11	3
PB.1588.788	8	3	2	13	7
PB.1588.808	2	1	1	5	3
PB.1588.810	11	4	3	11	13
PB.1588.813	19	6	8	37	18
PB.1588.876	2	4	2	5	1
PB.1588.915	114	51	52	154	77
PB.1588.926	7	8	5	4	7
PB.1588.927	25	3	9	19	16
PB.1588.928	34	4	4	26	2
PB.1588.935	15	2	4	12	12
PB.1588.943	17	14	2	27	14
PB.1588.957	10	4	1	6	2
PB.1588.959	47	11	11	62	8
PB.1588.964	42	19	12	16	9
PB.1588.972	14	4	2	16	5
PB.1588.973	11	6	1	13	4
PB.1588.985	5	3	4	17	2
PB.1588.992	34	13	26	53	14
PB.1588.1003	1465	764	719	2381	1579
PB.1588.1015	2	4	2	1	1
PB.1588.1017	6	3	1	11	3
PB.1588.1028	3	1	1	2	5
PB.1588.1151	28	6	9	15	6
PB.1588.1161	26	9	6	47	6
PB.1588.1187	25	13	12	55	67
PB.1588.1198	6	5	4	22	7
PB.1588.1210	33	12	15	44	53
PB.1588.1218	20	8	11	13	25
PB.1588.1219	35	26	18	29	57
PB.1588.1238	80	58	105	91	147
PB.1588.1242	1	3	2	3	2
PB.1588.1293	16	8	9	20	8
PB.1588.1298	12	2	3	5	1
PB.1588.1330	28	22	15	33	10
PB.1588.1338	3	4	9	23	5
PB.1605.34	11	6	2	15	4
PB.1605.46	4	8	4	12	7
PB.1605.51	115	91	94	135	115
PB.1605.121	11	6	1	5	5
PB.1605.130	8	6	4	13	5
PB.1605.136	1	2	1	1	1
PB.1605.147	7	6	5	14	9
PB.1605.150	16	11	8	31	3
PB.1605.165	31	12	13	16	15
PB.1605.171	4	2	2	12	7
PB.1605.185	5	3	4	5	4
PB.1605.194	2	4	1	2	1
PB.1605.196	3	5	5	19	21
PB.1605.212	13	8	4	10	6
PB.1605.220	29	20	10	20	14
PB.1605.227	34	15	11	40	15
PB.1605.229	15	7	1	15	16
PB.1605.230	25	10	7	26	8
PB.1605.240	1	1	1	2	1
PB.1605.244	17	5	2	29	8
PB.1605.246	4	2	3	8	3
PB.1605.251	13	4	1	9	3
PB.1605.282	3	2	1	14	7
PB.1605.288	49	9	10	47	27
PB.1605.300	14	6	1	19	7
PB.1605.323	11	4	3	4	2
PB.1605.327	8	6	3	23	4
PB.1605.341	23	12	8	21	20
PB.1605.362	3	1	1	1	1
PB.1605.375	19	16	9	39	15
PB.1605.385	6	4	1	7	3
PB.1605.393	3	2	1	3	2
PB.1605.423	18	7	5	10	20
PB.1605.424	16	2	8	3	30
PB.1605.425	29	10	14	50	41
PB.1605.428	13	3	3	11	2
PB.1605.508	1832	753	269	2341	2736
PB.1605.509	65	26	10	49	62
PB.1605.510	528	113	96	111	193
PB.1605.511	1606	364	611	1120	1141
PB.1605.513	222	89	34	181	320
PB.1605.514	12	3	3	13	4
PB.1605.515	56	21	7	94	44
PB.1605.516	6	1	1	7	2
PB.1605.518	408	69	66	181	187
PB.1605.519	187	29	35	94	97
PB.1605.521	4	5	2	8	10
PB.1605.522	1	1	1	4	1
PB.1605.523	10	9	1	28	1
PB.1605.527	11	3	3	16	16
PB.1605.530	4	2	1	5	2
PB.1605.532	37	8	3	5	4
PB.1605.533	49	9	21	23	24
PB.1605.534	389	178	111	461	1443
PB.1605.535	5	1	3	2	6
PB.1605.546	33	15	10	54	76
PB.1605.547	119	55	33	226	258
PB.1605.553	6	2	1	2	4
PB.1605.555	11	8	2	2	4
PB.1605.573	21	12	2	20	40
PB.1605.670	11	3	1	6	9
PB.1605.726	20	7	4	29	26
PB.1605.768	13	2	1	10	12
PB.1605.921	14	2	3	13	5
PB.1605.945	10	2	1	8	12
PB.1605.964	24	4	2	31	29
PB.1605.977	10	2	1	15	10
PB.1605.999	10	1	1	1	8
PB.1605.1026	10	1	1	18	11
PB.1605.1052	5	1	3	2	3
PB.1605.1119	3	1	1	6	12
PB.1605.1191	4	5	1	6	5
PB.1605.1220	10	2	1	14	8
PB.1605.1226	12	1	1	11	12
PB.1605.1247	2	1	4	1	1
PB.1605.1272	9	4	5	17	20
PB.1605.1274	7	4	2	22	17
PB.1633.5	10	3	1	15	4
PB.1633.17	6	1	4	9	5
PB.1633.22	13	6	6	2	1
PB.1634.19	31	5	11	13	8
PB.1634.20	12	1	5	22	8
PB.1634.21	20	4	7	12	7
PB.1634.24	2	2	4	3	1
PB.1634.28	18	9	9	5	7
PB.1634.29	9	2	3	1	2
PB.1634.30	7	3	3	2	4
PB.1634.31	6	4	2	6	8
PB.1634.53	5	1	4	6	3
PB.1634.92	6	2	2	10	4
PB.1634.102	7	3	2	5	2
PB.1634.132	10	5	1	6	3
PB.1634.140	8	5	3	10	4
PB.1634.144	3	1	1	5	1
PB.1634.153	7	3	1	4	2
PB.1634.187	2	2	1	4	4
PB.1634.206	61	29	18	47	33
PB.1634.210	3	4	1	3	5
PB.1634.222	29	17	18	35	38
PB.1634.250	1	2	3	1	3
PB.1634.268	2	2	3	3	1
PB.1641.1	196	129	30	120	54
PB.1641.4	1315	409	508	755	138
PB.1641.7	168	74	56	48	48
PB.1641.9	22	15	5	13	4
PB.1641.11	19	6	2	2	2
PB.1641.154	450	101	342	167	77
PB.1641.156	43	9	28	11	11
PB.1641.159	14	1	11	7	4
PB.1641.168	6	3	10	3	1
PB.1641.169	32	9	2	4	2
PB.1641.275	232	137	27	132	37
PB.1641.277	963	270	216	479	88
PB.1641.280	16	1	2	13	3
PB.1641.283	26	4	3	4	1
PB.1641.284	14	3	2	7	1
PB.1683.9	28	14	6	4	2
PB.1683.99	23	8	3	7	5
PB.1699.1	11	2	2	5	7
PB.1699.2	4	1	2	4	2
PB.1699.3	583	165	142	154	161
PB.1699.4	128	18	28	32	21
PB.1699.5	107	45	75	59	52
PB.1699.6	96	22	26	27	22
PB.1699.7	11	3	3	14	9
PB.1699.8	85	35	51	46	27
PB.1699.9	5	2	4	5	3
PB.1699.11	64	27	15	30	21
PB.1699.12	22	11	8	12	4
PB.1699.13	37	5	9	13	12
PB.1699.14	58	27	28	33	20
PB.1699.15	166	48	32	18	16
PB.1699.17	212	111	69	171	297
PB.1699.18	59	9	6	4	12
PB.1699.19	16	13	6	16	8
PB.1699.20	27	6	7	11	11
PB.1699.24	15	3	1	3	8
PB.1699.25	10	2	4	10	11
PB.1699.26	13	3	5	4	6
PB.1699.27	1	2	1	4	7
PB.1699.29	17	8	4	18	5
PB.1699.31	22	6	5	11	8
PB.1699.35	9	1	1	2	1
PB.1699.36	35	10	8	4	10
PB.1699.38	8	2	7	3	5
PB.1699.39	12	1	3	2	4
PB.1699.47	9	5	1	4	6
PB.1699.50	10	7	2	13	11
PB.1699.63	3	1	1	2	1
PB.1699.73	2	2	2	4	3
PB.1699.74	3	1	1	2	1
PB.1699.78	7	3	5	6	3
PB.1699.81	7	7	6	4	8
PB.1699.136	17	17	6	35	20
PB.1699.177	5	1	1	1	1
PB.1699.207	6	4	1	10	5
PB.1699.212	1	1	2	3	2
PB.1699.238	10	7	2	5	7
PB.1699.241	2	1	2	7	8
PB.1699.242	2	4	1	2	2
PB.1699.247	3	1	1	3	4
PB.1699.251	9	3	5	10	1
PB.1699.289	7	6	2	15	4
PB.1699.294	12	4	1	10	5
PB.1699.305	9	2	1	2	5
PB.1699.350	3	1	1	3	1
PB.1699.385	9	4	3	10	7
PB.1699.388	9	8	2	6	6
PB.1699.403	5	4	1	4	3
PB.1699.427	17	2	1	14	7
PB.1699.430	19	5	3	17	14
PB.1699.440	36	12	1	27	20
PB.1699.450	2	1	1	5	5
PB.1699.501	1	1	1	2	1
PB.1699.507	5	1	1	7	3
PB.1700.4	39	22	25	40	16
PB.1700.15	9	4	7	20	4
PB.1700.43	65	30	32	38	29
PB.1700.68	8	2	5	6	1
PB.1700.124	10	2	3	14	14
PB.1700.127	3	2	1	7	1
PB.1700.143	31	7	11	58	32
PB.1700.149	7	5	4	21	10
PB.1700.153	14	3	2	11	8
PB.1700.154	6	1	1	13	1
PB.1700.161	58	20	22	90	62
PB.1700.207	13	5	4	20	6
PB.1700.217	16	4	4	5	8
PB.1700.224	107	46	25	119	113
PB.1700.225	9	5	4	14	6
PB.1700.226	56	38	19	83	76
PB.1700.244	119	47	48	209	114
PB.1700.246	1	1	1	1	3
PB.1700.247	24	13	6	28	16
PB.1700.249	4	2	4	3	4
PB.1700.261	8	9	3	9	21
PB.1700.291	489	251	243	753	438
PB.1700.293	113	55	61	121	49
PB.1700.303	2	1	3	4	4
PB.1700.306	123	28	37	56	39
PB.1700.308	2	3	7	25	5
PB.1700.310	2	1	1	5	3
PB.1700.377	22	8	8	9	5
PB.1700.393	5	3	1	4	1
PB.1700.408	5	1	1	9	1
PB.1700.492	12	7	2	32	6
PB.1700.501	6	6	4	14	2
PB.1700.575	12	4	1	5	7
PB.1700.582	8	6	2	9	1
PB.1700.606	13	7	2	15	5
PB.1700.619	4	1	1	5	2
PB.1700.632	17	5	3	34	15
PB.1700.655	21	7	1	30	13
PB.1700.657	52	19	6	67	37
PB.1700.672	4	1	1	4	3
PB.1700.673	15	7	8	17	17
PB.1700.675	19	5	2	40	10
PB.1700.713	14	1	2	4	2
PB.1700.722	15	6	2	26	7
PB.1700.727	7	1	3	4	8
PB.1700.738	8	1	2	3	1
PB.1700.740	4	2	2	6	4
PB.1700.832	1	1	1	2	10
PB.1700.877	12	4	4	7	7
PB.1700.879	33	25	10	73	94
PB.1700.894	4	1	2	2	1
PB.1700.900	20	12	2	49	37
PB.1700.902	1	3	2	2	3
PB.1700.916	2	1	1	2	4
PB.1700.920	4	2	1	5	9
PB.1700.922	31	23	9	36	68
PB.1700.935	20	18	10	21	39
PB.1700.940	9	1	2	3	5
PB.1700.945	6	17	1	13	20
PB.1700.952	2	2	1	3	22
PB.1700.955	35	21	1	44	50
PB.1700.961	7	3	1	10	10
PB.1700.963	25	12	5	28	53
PB.1700.985	10	3	1	2	7
PB.1700.988	15	6	5	14	16
PB.1700.994	6	1	3	3	6
PB.1700.1011	6	6	2	13	16
PB.1700.1034	23	21	2	47	51
PB.1700.1041	33	11	5	36	32
PB.1700.1065	7	3	2	6	9
PB.1700.1075	21	11	5	25	24
PB.1700.1090	22	27	4	52	51
PB.1700.1110	3	1	1	2	5
PB.1700.1111	31	9	9	18	34
PB.1700.1117	6	2	1	4	3
PB.1700.1121	5	3	1	1	7
PB.1700.1126	5	1	1	3	5
PB.1700.1128	64	32	12	80	92
PB.1700.1129	3	4	2	2	9
PB.1700.1138	793	444	166	1163	1586
PB.1700.1141	27	19	13	70	45
PB.1700.1142	5	1	4	20	18
PB.1700.1154	2	1	1	3	1
PB.1700.1265	4	1	1	4	2
PB.1700.1267	4	1	2	2	2
PB.1700.1271	319	169	79	350	423
PB.1700.1272	160	57	37	147	133
PB.1700.1273	48	25	28	97	67
PB.1700.1274	90	57	45	133	87
PB.1700.1275	7	6	8	13	6
PB.1700.1276	13	6	2	21	15
PB.1700.1277	3	3	2	2	3
PB.1700.1281	18	8	9	20	24
PB.1700.1283	3	4	1	10	7
PB.1700.1284	2	1	2	4	12
PB.1700.1395	2	2	1	4	4
PB.1700.1403	8	1	3	3	3
PB.1700.1415	311	139	127	218	262
PB.1700.1420	35	15	9	17	34
PB.1700.1421	52	25	30	40	51
PB.1700.1422	156	68	68	103	102
PB.1700.1423	3	1	3	2	4
PB.1700.1425	33	17	9	9	14
PB.1700.1426	8	5	3	6	6
PB.1700.1429	25	12	15	12	24
PB.1700.1432	8	1	2	10	3
PB.1700.1441	1	1	3	4	5
PB.1700.1446	8	2	3	6	3
PB.1700.1494	156	43	44	42	51
PB.1700.1495	203	53	54	55	72
PB.1700.1496	52	9	11	15	17
PB.1700.1498	21	4	9	5	5
PB.1700.1501	19	2	6	2	6
PB.1700.1511	8	3	4	6	3
PB.1700.1542	14	6	3	15	12
PB.1700.1544	38	8	9	15	17
PB.1700.1545	207	74	49	59	74
PB.1700.1546	43	7	12	10	17
PB.1700.1547	29	5	8	8	7
PB.1700.1548	179	37	36	31	32
PB.1700.1550	15	4	2	5	2
PB.1700.1578	7	2	2	4	6
PB.1700.1580	31	14	3	40	41
PB.1700.1584	30	12	3	17	20
PB.1700.1596	53	31	5	45	66
PB.1700.1619	28	9	4	14	18
PB.1700.1620	318	93	80	83	103
PB.1700.1621	197	74	62	57	74
PB.1700.1622	35	6	7	8	6
PB.1700.1624	17	7	4	2	6
PB.1700.1625	5	3	1	2	1
PB.1700.1649	60	15	10	73	56
PB.1700.1652	27	6	8	7	21
PB.1700.1671	2	4	1	5	4
PB.1700.1682	131	58	32	96	143
PB.1700.1683	55	22	15	53	59
PB.1700.1684	11	8	4	15	7
PB.1700.1707	11	2	1	2	1
PB.1700.1730	8	1	1	7	5
PB.1700.1732	11	2	5	24	14
PB.1700.1741	2	1	1	1	3
PB.1700.1774	18	3	2	1	5
PB.1700.1778	8	1	1	5	2
PB.1700.1783	11	6	2	7	7
PB.1700.1802	10	4	1	9	10
PB.1700.1831	7	2	1	7	3
PB.1700.1852	1	1	1	2	1
PB.1700.1855	17	10	5	14	12
PB.1700.1857	1	1	1	1	1
PB.1700.1862	5	3	3	4	5
PB.1700.1863	1	3	2	1	4
PB.1700.1865	13	3	3	6	4
PB.1700.1868	47	7	3	1	3
PB.1700.1900	38	13	5	89	26
PB.1700.1927	9	3	1	33	43
PB.1700.1932	4	1	2	9	4
PB.1700.1933	4	3	3	10	18
PB.1700.1936	3	2	1	3	5
PB.1700.1938	13	6	1	13	14
PB.1700.1941	66	28	10	76	108
PB.1700.1942	30	10	9	40	55
PB.1700.1967	37	18	16	68	91
PB.1700.1993	2	1	1	3	1
PB.1700.1994	3	1	1	5	8
PB.1700.2008	4	1	2	1	7
PB.1700.2052	1	1	2	1	2
PB.1700.2057	2	1	1	4	2
PB.1700.2100	8	5	1	6	7
PB.1700.2101	8	1	1	4	8
PB.1700.2116	15	2	5	62	107
PB.1700.2151	54	8	19	197	406
PB.1700.2152	1	1	1	1	3
PB.1700.2283	3	1	2	1	3
PB.1700.2324	4	1	2	4	11
PB.1700.2338	90	23	21	80	199
PB.1700.2369	2	5	1	9	4
PB.1700.2375	53	33	25	91	144
PB.1700.2413	6	7	4	7	10
PB.1700.2424	1	3	1	2	3
PB.1700.2425	1	1	1	2	2
PB.1700.2451	27	9	8	6	5
PB.1700.2467	3	3	2	10	8
PB.1700.2474	3	2	1	8	4
PB.1700.2486	11	6	3	9	10
PB.1700.2491	4	4	1	2	10
PB.1700.2494	9	7	2	2	12
PB.1700.2536	5	4	2	6	5
PB.1700.2546	13	3	2	9	11
PB.1700.2563	9	4	2	10	10
PB.1700.2629	36	13	5	5	5
PB.1700.2675	15	1	2	13	17
PB.1700.2705	3	2	1	5	13
PB.1700.2741	9	1	1	6	12
PB.1700.2779	21	1	1	4	7
PB.1700.2781	10	1	1	2	1
PB.1700.2782	21	1	1	6	6
PB.1700.2789	7	4	1	2	3
PB.1700.2790	547	103	72	504	568
PB.1700.2791	3873	816	979	2480	2665
PB.1700.2796	20	8	7	27	21
PB.1700.2800	39	6	6	27	48
PB.1700.2831	4	1	2	2	4
PB.1700.2978	32	4	3	12	12
PB.1700.2980	22	3	3	8	10
PB.1700.3046	8	11	2	10	4
PB.1700.3048	9	15	5	22	19
PB.1700.3074	14	9	6	27	17
PB.1700.3136	30	11	11	18	18
PB.1700.3152	5	2	1	7	3
PB.1700.3156	2	5	1	6	4
PB.1700.3158	2	5	2	6	24
PB.1700.3160	12	3	8	15	29
PB.1700.3178	9	1	2	7	16
PB.1700.3195	7	4	1	5	2
PB.1700.3203	8	5	1	13	10
PB.1700.3234	12	3	2	4	7
PB.1700.3243	10	11	1	13	13
PB.1700.3248	60	16	11	19	63
PB.1700.3254	171	62	51	120	104
PB.1700.3256	13	3	4	2	8
PB.1700.3257	26	3	3	5	4
PB.1700.3266	17	7	5	7	4
PB.1700.3275	10	1	2	3	4
PB.1700.3287	4	2	2	19	23
PB.1700.3300	133	28	32	280	506
PB.1700.3301	5	2	1	8	17
PB.1700.3303	10	2	4	8	20
PB.1700.3305	5	2	1	4	2
PB.1700.3310	2	2	1	2	9
PB.1700.3312	2	3	1	5	1
PB.1700.3412	15	9	8	37	26
PB.1700.3432	23	1	2	8	4
PB.1700.3434	7	2	1	1	3
PB.1701.2	350	119	96	532	526
PB.1701.7	5	1	1	5	9
PB.1701.33	2	1	1	2	2
PB.1701.102	25	1	3	11	10
PB.1701.137	18	7	1	10	8
PB.1701.154	8	2	1	6	4
PB.1701.167	4	4	2	13	11
PB.1701.182	14	4	8	12	7
PB.1701.210	12	1	1	5	1
PB.1701.211	21	4	2	3	5
PB.1702.6	346	110	89	357	474
PB.1702.70	53	2	1	6	4
PB.1702.92	105	3	12	26	27
PB.1703.9	24	9	4	45	2
PB.1703.20	8	2	4	6	2
PB.1703.33	1	1	1	2	2
PB.1703.45	10	20	5	55	16
PB.1703.80	74	40	29	71	44
PB.1703.118	5	6	5	1	3
PB.1703.125	1	2	1	2	2
PB.1703.133	8	4	1	3	5
PB.1703.134	52	23	26	100	22
PB.1703.135	13	4	9	30	15
PB.1703.140	72	30	9	82	31
PB.1703.154	29	20	14	22	24
PB.1703.161	4	2	1	1	5
PB.1703.180	12	8	4	24	1
PB.1703.181	8	5	8	12	5
PB.1703.229	35	13	10	37	10
PB.1703.236	12	4	8	24	12
PB.1703.240	36	19	1	45	43
PB.1703.250	18	8	5	11	34
PB.1703.252	12	3	3	6	10
PB.1703.291	5	3	1	4	12
PB.1703.317	11	2	3	24	1
PB.1703.322	2	5	2	2	4
PB.1703.326	22	7	7	22	18
PB.1703.332	289	144	132	280	280
PB.1703.334	57	21	13	33	102
PB.1703.339	23	8	5	7	9
PB.1703.363	7	4	4	6	6
PB.1703.365	10	11	5	16	7
PB.1703.378	5	3	4	10	5
PB.1703.379	5	3	3	3	4
PB.1703.381	25	13	3	37	5
PB.1703.399	19	20	8	6	48
PB.1703.400	30	11	7	29	17
PB.1703.430	5	6	2	9	5
PB.1703.455	3	1	2	2	5
PB.1703.459	8	4	2	6	6
PB.1703.463	33	13	9	14	8
PB.1703.468	14	14	7	13	24
PB.1703.470	14	11	5	21	64
PB.1703.471	5	6	10	15	15
PB.1703.478	6	4	4	4	11
PB.1703.480	19	8	10	3	16
PB.1703.493	9	9	1	7	5
PB.1703.521	13	4	3	7	4
PB.1703.523	6	2	1	5	9
PB.1703.536	6	2	1	8	7
PB.1703.550	1	1	1	9	4
PB.1703.564	1	1	1	5	1
PB.1703.593	3	1	1	1	2
PB.1703.598	8	4	6	14	7
PB.1703.608	21	22	16	20	20
PB.1703.609	7	2	1	5	11
PB.1703.614	4	1	3	2	3
PB.1703.657	13	1	1	2	1
PB.1703.697	14	1	1	1	6
PB.1703.706	2	3	2	3	6
PB.1703.723	24	10	3	12	9
PB.1703.762	4	3	3	3	3
PB.1703.786	53874	28756	29874	84851	73949
PB.1703.787	132	30	32	50	52
PB.1703.788	1	3	6	13	5
PB.1703.789	2211	878	698	952	1469
PB.1703.791	135	57	44	102	75
PB.1703.792	310	97	86	155	137
PB.1703.793	3	4	1	12	6
PB.1703.794	18	9	4	10	17
PB.1703.795	24	13	10	28	18
PB.1703.799	13	8	6	10	7
PB.1703.800	5	4	1	5	1
PB.1703.802	8	2	3	8	11
PB.1703.806	14	1	1	11	21
PB.1703.809	19	9	5	20	23
PB.1703.811	62	41	20	90	110
PB.1703.813	2	2	3	4	1
PB.1703.814	4	7	4	13	11
PB.1703.816	3	2	3	5	8
PB.1703.817	10	18	12	18	13
PB.1703.818	14	2	3	6	1
PB.1703.825	13	1	5	2	6
PB.1703.826	33	17	19	48	62
PB.1703.828	4	3	2	13	13
PB.1703.829	3	3	1	6	4
PB.1703.837	17	4	7	20	14
PB.1703.838	3	1	1	3	1
PB.1703.845	4	2	1	3	1
PB.1703.846	8	1	2	1	1
PB.1703.859	2	1	1	1	4
PB.1703.861	12	7	4	15	13
PB.1703.862	1	2	1	1	1
PB.1703.870	5	1	2	7	4
PB.1703.872	32	10	4	21	18
PB.1703.873	2	1	1	6	1
PB.1703.880	10	7	3	9	6
PB.1703.882	2	1	3	19	4
PB.1703.888	6	2	4	15	15
PB.1703.893	3	2	4	3	2
PB.1703.898	2	5	3	2	6
PB.1703.902	4	2	3	9	4
PB.1703.905	5	2	1	5	7
PB.1703.911	3	1	2	5	4
